id,description,name,host_id
45237545,"Zeer landelijk en rustig geleden peaceful countryside studio close to Ghent. Gelegen op 4 km van centrum Drongen (aan de Leie) en op 10km van Gent. De studio staat los van de landelijke woning en is voorzien van alle nodige comfort en ruimte. U kan gebruik maken van een ruim afgesloten privé parking en carport, twee fietsen en een bbq staan ter beschikking. Onder het overdekte terrasje kan u volop genieten van rust en zon. Een warm en hartelijk ontvangst maken dit onvergetelijk.  The space De met oude bouwmaterialen gebouwde eiken studio 'De Liberteyt' biedt je naast sfeer en warmte een oase aan rust. De studio is onder meer uitgerust met gezellige sfeerverlichting, Tv, wifi, frigo en eigen muziek via het sonos systeem. Onder het overdekte privé buitenterrasje kan u volop genieten van zon en rust.",Peaceful countryside studio close to Ghent,152299817
45250457,"Welcome at Urban Loft. We created this place situated in 'Machariuswijk' in the city center of Ghent. Urban Loft offers two BBNT's (Bedroom, Bathroom and private terrace). We have a unique location that is easily reachable by train, bike, bus or even by car!   If you like to start your discovery in a unique place (building, room, environment) and receive our personal recommendations, then this is your 'go to' place.  Love to host you and communicate in NL/FR/ENG, Urban Greetings,  Anissa  The space This space is unique because of its own character. The building is entirely renovated in 2020 and offers you a beautiful place to stay within the city center of Ghent without any disturbing noise.  However this space doesn't have a kitchen.  Guest access You have access to a double bedroom with a private bathroom AND a private terrace. If you come by bike you can park your bike, SUP, motorcycle, ...at our plo",Urban Loft | A unique spot in Ghent,26460794
45307802,"At Home Trietje 2 we offer you:  -  Free WIFI.  - A standard and comfortable accommodation.  - Public transport is convenient. Different shops and stores etc. are within a walking distance - Group and family friendly environment & Guests enjoy the whole house  -Comfortable beds with fresh linen.  -Fresh bath towels, kitchen towels.  -An equipped kitchen to prepare your meals; fridge & deep freezer. -A washing machine to wash your clothes. - Featuring river views & a terrace  Other things to note You enjoy the cheapest parking rate of Ghent: 3 EUR/night; no reservation is needed; private parking is also possible at Home Trietje 2 upon prior reservation and free of charge for guests who stay for  at least 2 months",Home Trietje 2 in Gent,19054548
45315632,"I rent 1 spacious room in my house, very close to the hospital Uz  -> Ottergemsesteenweg, near Ghelamco football stadium. First floor : Bathroom (bath, shower & washing/drying machine), toilet and the room.  There is a garden with terrace (sun in the afternoon). - 15 minutes by bike to the city centre of Ghent. - 10 minutes by foot to the train station Ghent-Sint-Pieters. - 5 -10 minutes to the supermarket (Aldi & Albert Heijn) - Bus & tram stops in the street.",Cosy house with garden  (10 min to the center),69176827
45326884,"Newly renovated appartment on the second floor, 1 street away from the beautiful city centre of Ghent which is known for the lively atmosphere.   The appartment is 5' walking distance from the train station and 5' walking towards the city centre. Surrounded by canals.   Room for 6 people.",Newly renovated appartment in city centre for 6,71056582
45348222,"2 mooie kamers op de 3e verdieping van ons huis. De traphal leidt je naar boven zonder door onze leefruimte te passeren. Beide kamers hebben veel daglicht. Een slaapkamer met een tweepersoonsbed en veel kastruimte, een kamer met een mooi bureau en een zithoek. De badkamer is gedeeld (bad en douche). Apart toilet. Fietsen beschikbaar. Dichtbij park (50 meter) en supermarkt (2 minuten wandelen). Openbaar vervoer ook op 2 minuten wandelen. Met de fiets 10 minuten van het historisch centrum.",2 mooie kamers vlakbij hartje Gent,46960168
45416541,"De loft bestaat uit één grote ruimte van 140m2. Met twee slaapkamers met dubbel bed . Waarvan één met groot ligbad , twee lavabo's en een douche. Gratis toiletartikelen zijn voorzien alsook handdoeken. Een ingerichte keuken met oven, microgolf, vaatwasmachine, nespresso machine (met cups),...  Het appartement bevindt zich op 500 m van de voetgangerszone (binnenstad Gent is verkeersvrij). Net nog bereikbaar met de wagen. Parkeren kan dichtbij op Parking Ramen.",GLORIA LOFT GENT,35788202
45439096,It's a very cosy house and I would like to offer you a private room for 2 persons.  Nice garden with terrace (sunny in the afternoon). 10 minutes by bike to the city centre. 15 minutes walk to the train station Ghent Sint-Pieters. Good wifi connection + Netflix. Bath and shower available in the bathroom + Washing machine. Quiet environment and near to the highway - excellent connection to Brussels and Antwerp. Very close to supermarkets (Albert Heijn & Aldi),Cosy house close to city centre of Ghent,147209997
45522415,"- Beautiful and spacious duplex located in a prime location in Ghent. - Furnished with design furniture with an eye for detail. - You have a beautiful view of Ghent. - The apartment is equipped with all modern comfort so that you feel completely at home. - You will be able to self check-in yourself upon arrival.  The space This is a perfect accommodation for 4 in a great location in the centre of Gent, easily walkable to the centre of the town, restaurants, cafes, a park and local shops. The kitchen is very well equipped and the apartment has everything you might need. There's a bathroom w shower, sink and toilet.  There's an efficient check-in/check-out process.  Free fast WiFi is available during your entire stay.  The accommodation is located on the ground floor (level 0) of the building.  The apartment also comes with the following:  - clean 100% cotton sheets and towels - all pressed of course!<",★Nicely located duplex 4pax in centre of Ghent★,364455800
45522653,"- Beautiful and spacious duplex located in a prime location in Ghent. - Furnished with design furniture with an eye for detail. - The apartment is equipped with all modern comfort so that you feel completely at home. - You will be able to self check-in yourself upon arrival.  The space This is a perfect accommodation for 5 in a great location in the centre of Gent, easily walkable to the centre of the town, restaurants, cafes, a park and local shops. The kitchen is very well equipped and the apartment has everything you might need. There's a bathroom w shower, sink and toilet.  There's an efficient check-in/check-out process.  Free fast WiFi is available during your entire stay.  - There is 1 bedroom with a big double bed - 1 mezzanine with a small double bed  - 1 sofa bed in the living room   The accommodation is located on the ground floor (level 0) of the building and has a mezzanine with stairs.<",★Beautiful & Spacious duplex 5pax centre of Ghent★,364455800
45537662,"Cozy and clean apartment right in the middle of the city center. Bathroom, living room, kitchen, washing area and terrace.",Cosy apartment in the middle of the city center,247000577
45585648,Lovely room  right in the city center of Ghent with a view of the Opera house. Located at 250m from the historical center of Ghent and a 15 minute walk from the central station.  The space The apartment is located right in the city center right across the Opera of Ghent! It is easily accessible with public transport. If you walk 2 minutes through the shopping street you will find yourself standing between 2 of the iconic church towers of Ghent.,Romantic room at the opera,110630447
45588312, ,The Pink Room,272913310
45643299,"Verne Dreaming is een fantastische keuze voor reizigers in Gent. Het biedt een romantische omgeving en veel nuttige voorzieningen voor tijdens je verblijf. Laat Hotei, de lachende Boeddha, zich over jou ontfermen.   Verne Dreaming is een Bed & Experience, het biedt tevens Tarot lezingen (www.tarotmerlot.com) en meditatie (www.qimono.be) aan.   Gastheer Vincent Verschooris (www.shelter7.be) ontvangt U en bezorgt U mede een onvergetelijke ervaring. Laat je door Gent gidsen door een local hero!",Verne Dreams : Shanghai room,86368262
45704924,"This spacious house is located within walking distance of the historic center in a quiet neighborhood with shops and public transport around the corner. The room has a double bed, a spacious closet, chair and there is wifi. Perfect for tourists, students and business as well. The bathroom is next to the room, equipped with towels. The kitchen is shared with myself, as well as the cozy city garden. I can speak English, Dutch, basic Spanish and basic French. You are very welcome!",Cosy room nearby historical center with garden,28090906
